Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
1393,US-2019-108504,5/02/2022,5/02/2022,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7,160.9139,,COD,,
8142,CA-2019-100993,5/02/2022,10/02/2022,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,West,OFF-LA-10003223,Office Supplies,Labels,Avery 508,14.73,3,7.2177,,COD,,
8143,CA-2019-100993,5/02/2022,10/02/2022,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3,50.3658,,Online,,
8144,CA-2019-100993,5/02/2022,10/02/2022,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,557.728,4,6.9716,,COD,,
8145,CA-2019-100993,5/02/2022,10/02/2022,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.968,4,-31.9936,,COD,,
5810,CA-2019-125017,6/02/2022,11/02/2022,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,4,-18.1808,,COD,,
1729,CA-2019-106894,7/02/2022,7/02/2022,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,4,21.0,,COD,,
1730,CA-2019-106894,7/02/2022,7/02/2022,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,3.6018,,COD,,
2696,CA-2019-161662,7/02/2022,9/02/2022,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,10.6232,,Online,,
9115,CA-2019-135461,7/02/2022,10/02/2022,Second Class,EB-13975,Erica Bern,Corporate,United States,Los Angeles,California,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,38.9975,,COD,,
1828,CA-2019-109344,8/02/2022,11/02/2022,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,126.8973,,COD,,
8383,CA-2019-163048,8/02/2022,15/02/2022,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Houston,Texas,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,241.5,4,0.0,,COD,,
8842,US-2019-112396,9/02/2022,13/02/2022,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,39.5868,,COD,,
8843,US-2019-112396,9/02/2022,13/02/2022,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California,West,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,11.151,,COD,,
1809,CA-2019-164938,11/02/2022,13/02/2022,First Class,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0.6993,,Online,,
7194,CA-2019-110492,12/02/2022,14/02/2022,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12,6,175.5156,,Online,,
7195,CA-2019-110492,12/02/2022,14/02/2022,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,South,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,7.4824,,COD,,
721,CA-2019-112942,13/02/2022,18/02/2022,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,73.41,,Online,,
7811,CA-2019-134334,14/02/2022,15/02/2022,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1,2.1465,,COD,,
7812,CA-2019-134334,14/02/2022,15/02/2022,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,2.0748,,COD,,
7813,CA-2019-134334,14/02/2022,15/02/2022,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.431,3,-47.1798,,Online,,
7814,CA-2019-134334,14/02/2022,15/02/2022,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,10.56,6,4.6464,,Online,,
8172,CA-2019-146150,14/02/2022,19/02/2022,Standard Class,FM-14380,Fred McMath,Consumer,United States,Jackson,Mississippi,South,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,264.18,7,68.6868,,COD,,
1243,US-2019-162859,15/02/2022,22/02/2022,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,124.485,,COD,,
1244,US-2019-162859,15/02/2022,22/02/2022,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,3.5752,,Online,,
1821,CA-2019-168956,16/02/2022,20/02/2022,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,-225.5568,,Online,,
1822,CA-2019-168956,16/02/2022,20/02/2022,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.976,4,1.8312,,Online,,
1823,CA-2019-168956,16/02/2022,20/02/2022,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3,-2.6982,,Online,,
1824,CA-2019-168956,16/02/2022,20/02/2022,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,5.184,1,1.8144,,Online,,
8161,CA-2019-134138,16/02/2022,20/02/2022,Standard Class,JD-15790,John Dryer,Consumer,United States,Belleville,New Jersey,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,2,36.4736,,Online,,
9079,CA-2019-108105,16/02/2022,23/02/2022,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4,34.9888,,COD,,
9080,CA-2019-108105,16/02/2022,23/02/2022,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,South,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,1,2.61,,COD,,
9722,CA-2019-105781,16/02/2022,20/02/2022,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,East,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,326.646,3,39.9234,,Online,,
9723,CA-2019-105781,16/02/2022,20/02/2022,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,39.5868,,Online,,
854,CA-2019-123274,19/02/2022,24/02/2022,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,14.6718,,COD,,
855,CA-2019-123274,19/02/2022,24/02/2022,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,9.7176,,COD,,
4777,CA-2019-101630,19/02/2022,23/02/2022,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,8.67,3,4.0749,,Online,,
4778,CA-2019-101630,19/02/2022,23/02/2022,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,6.6846,,COD,,
7538,CA-2019-106460,19/02/2022,22/02/2022,Second Class,GT-14710,Greg Tran,Consumer,United States,San Francisco,California,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,70.88,2,33.3136,,COD,,
3456,CA-2019-166485,20/02/2022,27/02/2022,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Nashville,Tennessee,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.496,2,5.5674,,COD,,
2989,CA-2019-139010,21/02/2022,26/02/2022,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0.7794,,COD,,
2990,CA-2019-139010,21/02/2022,26/02/2022,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4,6.496,,Online,,
2991,CA-2019-139010,21/02/2022,26/02/2022,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,8.983,,COD,,
2992,CA-2019-139010,21/02/2022,26/02/2022,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248,7,10.9368,,COD,,
5306,US-2019-168410,21/02/2022,26/02/2022,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,68.95,5,28.959,,COD,,
5307,US-2019-168410,21/02/2022,26/02/2022,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,East,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,80.0199,,COD,,
5308,US-2019-168410,21/02/2022,26/02/2022,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,East,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,39.98,2,1.999,,COD,,
8277,US-2019-139262,21/02/2022,25/02/2022,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,3.762,3,-2.7588,,COD,,
8278,US-2019-139262,21/02/2022,25/02/2022,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,34.86,2,-26.726,,Online,,
8279,US-2019-139262,21/02/2022,25/02/2022,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,South,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,432.456,3,32.4342,,COD,,
9013,CA-2019-121447,21/02/2022,22/02/2022,First Class,EA-14035,Erin Ashbrook,Corporate,United States,New York City,New York,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,7,66.542,,COD,,
2345,CA-2019-119025,22/02/2022,28/02/2022,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32,9,137.2896,,Online,,
5405,US-2019-143280,22/02/2022,26/02/2022,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,55.745,,COD,,
5406,US-2019-143280,22/02/2022,26/02/2022,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,15.2208,,COD,,
5407,US-2019-143280,22/02/2022,26/02/2022,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,5.0055,,COD,,
6237,CA-2019-144400,23/02/2022,27/02/2022,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,21.591,,COD,,
2742,CA-2019-165015,25/02/2022,27/02/2022,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,5,17.52,,Online,,
1579,CA-2019-102456,27/02/2022,1/03/2022,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,49.5552,,COD,,
4555,CA-2019-101448,27/02/2022,1/03/2022,Second Class,EB-13930,Eric Barreto,Consumer,United States,La Crosse,Wisconsin,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,28.41,,Online,,
7848,CA-2019-128706,27/02/2022,2/03/2022,Standard Class,DW-13540,Don Weiss,Consumer,United States,Houston,Texas,Central,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,2,-6.8816,,Online,,
3758,CA-2019-111283,28/02/2022,4/03/2022,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Newark,Ohio,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.104,7,8.3328,,COD,,
9063,CA-2019-101623,28/02/2022,6/03/2022,Standard Class,RR-19525,Rick Reed,Corporate,United States,New York City,New York,East,OFF-FA-10003495,Office Supplies,Fasteners,Staples,36.48,6,18.24,,Online,,
1083,US-2019-143819,1/03/2022,5/03/2022,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,-264.9208,,COD,,
1084,US-2019-143819,1/03/2022,5/03/2022,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,12.1348,,COD,,
1085,US-2019-143819,1/03/2022,5/03/2022,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,105.2468,,COD,,
1086,US-2019-143819,1/03/2022,5/03/2022,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,2400.9657,,COD,,
3953,US-2019-151862,1/03/2022,8/03/2022,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984,2,13.9986,,COD,,
3091,CA-2019-112123,3/03/2022,8/03/2022,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,219.4514,,COD,,
3092,CA-2019-112123,3/03/2022,8/03/2022,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,129.5865,,COD,,
3093,CA-2019-112123,3/03/2022,8/03/2022,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,79.8912,,COD,,
3756,CA-2019-116799,3/03/2022,6/03/2022,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",42.784,7,15.5092,,COD,,
3757,CA-2019-116799,3/03/2022,6/03/2022,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,Central,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.43,5,-56.343,,COD,,
3887,CA-2019-167759,3/03/2022,8/03/2022,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,37.758,,COD,,
4003,CA-2019-145730,3/03/2022,8/03/2022,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,-127.5792,,Online,,
4004,CA-2019-145730,3/03/2022,8/03/2022,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,3,33.5895,,COD,,
4005,CA-2019-145730,3/03/2022,8/03/2022,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3,11.895,,COD,,
4748,CA-2019-120005,3/03/2022,3/03/2022,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,7.605,,COD,,
4749,CA-2019-120005,3/03/2022,3/03/2022,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,11.9952,,Online,,
5199,CA-2019-103982,3/03/2022,8/03/2022,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,-786.0144,,Online,,
5200,CA-2019-103982,3/03/2022,8/03/2022,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,1,0.7776,,Online,,
5201,CA-2019-103982,3/03/2022,8/03/2022,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,3,32.3982,,COD,,
5202,CA-2019-103982,3/03/2022,8/03/2022,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,7,5.7365,,Cards,,
2607,CA-2019-154053,4/03/2022,10/03/2022,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1,4.9271,,Online,,
3265,CA-2019-122518,4/03/2022,8/03/2022,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.08,4,3.528,,Cards,,
4215,CA-2019-164637,4/03/2022,8/03/2022,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,64.2,,COD,,
9750,CA-2019-158358,4/03/2022,8/03/2022,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,Dover,New Hampshire,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,57.5928,,Online,,
